,carat,cut,color,clarity,depth,table,price,x,y,z,hold
37589,0.44,Ideal,G,SI1,61.5,57.0,990,4.88,4.87,3.0,1.0
37593,0.24,Very Good,E,VVS2,58.9,63.0,485,4.05,4.07,2.39,1.0
37594,0.24,Very Good,E,VVS2,62.2,60.0,485,3.97,4.01,2.48,1.0
37595,0.23,Very Good,E,VVS2,63.8,57.0,485,3.88,3.9,2.48,1.0
37604,0.23,Very Good,D,VVS2,63.5,58.0,485,3.86,3.89,2.46,1.0
37607,0.24,Very Good,F,VVS1,63.5,54.0,485,3.92,3.96,2.5,1.0
37609,0.24,Very Good,E,VVS1,62.8,59.0,485,3.94,3.96,2.48,1.0
37610,0.24,Very Good,E,VVS1,61.7,61.0,485,3.95,3.99,2.45,1.0
37612,0.24,Very Good,E,VVS1,61.7,58.0,485,3.95,3.99,2.45,1.0
37615,0.24,Very Good,E,VVS1,62.0,60.0,485,3.96,4.01,2.47,1.0
37616,0.24,Very Good,E,VVS1,61.2,55.0,485,4.03,4.08,2.48,1.0
37619,0.24,Very Good,E,VVS1,63.1,55.0,485,3.96,4.0,2.51,1.0
37620,0.44,Premium,I,VVS1,60.8,57.0,990,4.93,4.88,2.98,1.0
37622,0.44,Premium,I,VVS1,62.5,60.0,990,4.87,4.82,3.03,1.0
37626,0.44,Premium,G,SI1,61.0,60.0,990,4.93,4.88,2.99,1.0
37628,0.4,Ideal,D,SI1,59.6,57.0,990,4.82,4.77,2.86,1.0
37632,0.4,Premium,D,SI1,61.1,58.0,990,4.75,4.74,2.9,1.0
37636,0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9,1.0
37637,0.4,Premium,D,SI1,61.7,58.0,990,4.74,4.7,2.91,1.0
37640,0.41,Premium,H,VS1,58.2,59.0,990,4.92,4.88,2.85,1.0
37644,0.33,Ideal,F,VS1,59.9,56.0,990,4.54,4.51,2.71,1.0
37645,0.44,Premium,G,SI1,61.1,59.0,990,4.9,4.86,2.98,1.0
37647,0.41,Very Good,H,VVS1,59.5,58.0,991,4.82,4.86,2.88,1.0
37648,0.41,Very Good,H,VVS1,61.7,58.0,991,4.74,4.79,2.94,1.0
37650,0.51,Ideal,I,SI2,61.3,55.0,991,5.18,5.19,3.18,1.0
37654,0.42,Ideal,F,SI1,60.6,57.0,992,4.9,4.84,2.95,1.0
37655,0.42,Ideal,I,VS1,62.0,55.0,992,4.85,4.83,3.0,1.0
37663,0.42,Premium,F,SI1,61.8,58.0,992,4.84,4.81,2.98,1.0
37666,0.42,Premium,E,SI1,62.5,55.0,992,4.83,4.8,3.01,1.0
37667,0.42,Ideal,E,SI1,62.6,57.0,992,4.84,4.81,3.02,1.0
37675,0.7,Fair,F,I1,65.4,59.0,992,5.6,5.49,3.63,1.0
37676,0.7,Fair,F,I1,70.8,56.0,992,5.38,5.33,3.79,1.0
37678,0.42,Ideal,H,VS2,62.9,56.0,992,4.79,4.72,2.99,1.0
37679,0.42,Premium,H,VS2,62.1,57.0,992,4.8,4.76,2.97,1.0
37680,0.42,Ideal,H,VS2,62.5,57.0,992,4.81,4.76,2.99,1.0
37685,0.43,Premium,D,SI1,61.0,57.0,993,4.88,4.85,2.97,1.0
37686,0.43,Very Good,D,SI1,63.4,55.0,993,4.84,4.78,3.05,1.0
37688,0.43,Ideal,D,SI1,62.5,55.0,993,4.83,4.8,3.01,1.0
37695,0.41,Ideal,J,VVS1,61.2,57.0,994,4.82,4.79,2.94,1.0
37696,0.41,Premium,J,VVS1,62.2,59.0,994,4.75,4.71,2.94,1.0
37699,0.48,Good,F,SI1,59.3,64.0,994,5.13,5.1,3.03,1.0
37700,0.5,Fair,F,SI1,66.5,59.0,994,5.01,4.91,3.3,1.0
37701,0.5,Fair,F,SI1,65.1,59.0,994,5.01,4.92,3.23,1.0
37705,0.37,Very Good,F,IF,60.4,57.0,995,4.65,4.68,2.81,1.0
37706,0.38,Very Good,G,VVS1,61.3,57.0,995,4.62,4.68,2.85,1.0
37708,0.4,Ideal,G,VVS1,62.6,57.0,995,4.66,4.73,2.94,1.0
37709,0.34,Premium,E,VVS2,62.7,59.0,995,4.43,4.41,2.77,1.0
37714,0.34,Ideal,H,VVS1,61.8,57.0,995,4.46,4.44,2.75,1.0
37715,0.34,Ideal,H,VVS1,62.9,57.0,995,4.47,4.44,2.8,1.0
37716,0.34,Premium,H,VVS1,61.5,60.0,995,4.49,4.45,2.75,1.0
37718,0.34,Premium,G,VVS2,61.4,59.0,995,4.52,4.47,2.76,1.0
37721,0.34,Ideal,G,VVS2,61.9,57.0,995,4.48,4.44,2.76,1.0
37722,0.34,Ideal,G,VVS2,62.1,55.0,995,4.48,4.44,2.77,1.0
37727,0.3,Very Good,E,VVS1,63.5,57.0,995,4.27,4.23,2.7,1.0
37731,0.45,Premium,F,SI2,62.6,57.0,996,4.94,4.87,3.07,1.0
37732,0.45,Ideal,F,SI2,62.5,57.0,996,4.9,4.86,3.05,1.0
37733,0.51,Fair,J,VS2,65.3,55.0,996,4.97,4.96,3.24,1.0
37738,0.37,Ideal,F,VVS1,61.3,56.0,997,4.65,4.68,2.86,1.0
37739,0.46,Ideal,I,VS1,62.0,54.0,997,4.97,4.99,3.09,1.0
37740,0.41,Ideal,E,VS1,60.5,58.0,997,4.81,4.85,2.92,1.0
37744,0.5,Premium,D,SI2,62.9,58.0,997,5.06,5.01,3.17,1.0
37745,0.31,Fair,D,VVS2,54.2,65.0,997,4.61,4.58,2.49,1.0
37746,0.31,Premium,F,VVS1,59.2,62.0,997,4.41,4.34,2.59,1.0
37752,0.38,Premium,F,VS1,60.9,58.0,998,4.71,4.68,2.86,1.0
37753,0.38,Ideal,D,VS2,62.0,56.0,998,4.68,4.64,2.89,1.0
37755,0.38,Premium,F,VS1,62.4,59.0,998,4.63,4.57,2.87,1.0
37756,0.38,Premium,D,VS2,61.6,59.0,998,4.66,4.62,2.86,1.0
37758,0.38,Ideal,G,VS1,62.5,56.0,998,4.64,4.58,2.88,1.0
37762,0.34,Ideal,F,IF,61.8,55.0,999,4.49,4.51,2.78,1.0
37764,0.41,Ideal,E,VS2,61.8,54.0,999,4.79,4.76,2.95,1.0
37771,0.41,Ideal,E,VS2,62.0,56.0,999,4.79,4.72,2.95,1.0
37775,0.41,Ideal,E,VS2,61.8,56.0,999,4.78,4.74,2.94,1.0
37779,0.38,Very Good,E,VVS2,61.8,56.0,1000,4.66,4.68,2.88,1.0
37781,0.38,Very Good,E,VS1,61.5,58.0,1000,4.64,4.69,2.87,1.0
37782,0.38,Premium,E,VS1,60.7,59.0,1000,4.65,4.7,2.84,1.0
37783,0.38,Ideal,E,VS1,61.6,56.0,1000,4.65,4.67,2.87,1.0
37784,0.53,Very Good,G,SI2,62.5,55.0,1000,5.14,5.19,3.23,1.0
37788,0.3,Ideal,D,VVS1,61.3,57.0,1000,4.29,4.32,2.64,1.0
37789,0.38,Premium,E,VS1,60.7,59.0,1000,4.69,4.73,2.86,1.0
37793,0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86,1.0
37794,0.38,Ideal,E,VS1,62.7,55.0,1000,4.6,4.65,2.9,1.0
37800,0.51,Ideal,I,SI1,61.9,54.0,1000,5.12,5.15,3.18,1.0
37801,0.51,Ideal,I,SI1,61.7,54.0,1000,5.18,5.19,3.2,1.0
37802,0.43,Good,H,VVS1,60.0,61.0,1000,4.91,4.93,2.95,1.0
37803,0.5,Very Good,J,SI1,63.2,55.0,1000,5.07,5.03,3.19,1.0
37805,0.41,Ideal,F,VVS1,61.3,56.0,1001,4.8,4.82,2.95,1.0
37806,0.34,Ideal,E,VVS1,61.8,57.0,1001,4.47,4.5,2.77,1.0
37807,0.35,Ideal,G,IF,62.0,54.0,1001,4.54,4.56,2.82,1.0
37811,0.35,Ideal,G,IF,61.3,55.0,1001,4.57,4.6,2.81,1.0
37812,0.44,Good,E,VS2,59.0,64.0,1001,5.01,4.94,2.93,1.0
37815,0.36,Ideal,D,VS1,61.8,55.0,1002,4.58,4.54,2.82,1.0
37822,0.33,Ideal,D,VS2,62.1,56.0,1002,4.48,4.44,2.77,1.0
37824,0.33,Premium,E,VS1,61.6,58.0,1002,4.45,4.41,2.73,1.0
37825,0.33,Premium,E,VS1,60.9,58.0,1002,4.49,4.45,2.72,1.0
37826,0.33,Ideal,E,VS1,60.2,57.0,1002,4.52,4.48,2.71,1.0
37831,0.33,Ideal,D,VS2,61.8,56.0,1002,4.44,4.4,2.73,1.0
37832,0.33,Ideal,D,VS2,60.7,57.0,1002,4.5,4.46,2.72,1.0
37833,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.46,2.73,1.0
37836,0.33,Premium,D,VS2,60.7,58.0,1002,4.5,4.46,2.72,1.0
37837,0.33,Ideal,D,VS2,62.1,55.0,1002,4.46,4.43,2.76,1.0
37842,0.33,Ideal,D,VS2,62.3,57.0,1002,4.45,4.41,2.76,1.0
37844,0.33,Ideal,D,VS2,61.9,56.0,1002,4.44,4.42,2.74,1.0
37845,0.33,Ideal,D,VS2,61.9,57.0,1002,4.47,4.42,2.75,1.0
37846,0.33,Ideal,D,VS2,62.6,56.0,1002,4.43,4.39,2.76,1.0
37848,0.33,Ideal,E,VS1,62.6,57.0,1002,4.42,4.4,2.76,1.0
37853,0.37,Very Good,G,IF,61.8,56.0,1003,4.6,4.64,2.85,1.0
37855,0.44,Ideal,E,VS2,61.5,56.0,1003,4.9,4.92,3.02,1.0
37856,0.44,Premium,E,VS2,62.3,59.0,1003,4.81,4.91,3.03,1.0
37860,0.44,Ideal,E,VS2,61.9,55.0,1003,4.86,4.89,3.02,1.0
37861,0.34,Ideal,F,VVS2,61.0,56.0,1003,4.54,4.57,2.78,1.0
37862,0.34,Ideal,F,VVS2,61.8,55.0,1003,4.46,4.51,2.77,1.0
37863,0.4,Ideal,G,VS2,60.5,57.0,1003,4.74,4.8,2.89,1.0
37864,0.37,Ideal,D,VS2,61.4,55.0,1003,4.64,4.67,2.86,1.0
37868,0.39,Ideal,G,VVS1,58.8,62.0,1004,4.77,4.79,2.81,1.0
37869,0.38,Ideal,F,VS1,61.1,56.0,1004,4.7,4.65,2.86,1.0
37870,0.39,Ideal,E,VS1,62.2,53.3,1004,4.68,4.7,2.92,1.0
37872,0.41,Ideal,E,VS1,61.6,54.0,1004,4.77,4.8,2.95,1.0
37879,0.43,Ideal,G,VS1,61.6,55.1,1005,4.85,4.89,3.0,1.0
37882,0.48,Premium,E,SI2,62.9,60.0,1005,4.93,4.9,3.09,1.0
37884,0.46,Ideal,I,VVS2,61.4,57.0,1006,4.96,5.0,3.06,1.0
37887,0.47,Ideal,H,VS2,62.0,54.0,1006,4.99,5.01,3.1,1.0
37893,0.41,Very Good,G,VVS2,62.9,56.0,1007,4.7,4.74,2.97,1.0
37894,0.41,Ideal,D,VS2,61.6,55.0,1007,4.74,4.77,2.93,1.0
37902,0.41,Ideal,F,VS1,61.3,55.0,1007,4.79,4.83,2.95,1.0
37903,0.41,Premium,F,VS1,62.7,58.0,1007,4.74,4.77,2.98,1.0
37913,0.41,Premium,D,VS2,62.4,60.0,1007,4.71,4.75,2.95,1.0
37919,0.41,Ideal,F,VS1,62.3,55.0,1007,4.77,4.79,2.98,1.0
37923,0.23,Very Good,D,VVS1,61.7,59.0,485,3.94,3.97,2.44,1.0
37924,0.23,Very Good,F,IF,61.0,62.0,485,3.95,3.99,2.42,1.0
37927,0.3,Good,H,SI2,63.9,57.0,485,4.27,4.24,2.72,1.0
37930,0.24,Premium,D,VS2,61.4,55.0,485,4.05,3.99,2.47,1.0
37933,0.26,Very Good,G,VVS2,62.3,56.0,486,4.07,4.09,2.54,1.0
37935,0.26,Very Good,G,VVS2,62.5,55.0,486,4.1,4.12,2.57,1.0
37940,0.24,Ideal,E,SI1,62.5,56.0,486,4.01,3.99,2.5,1.0
37943,0.33,Very Good,H,VS2,58.8,62.0,486,4.49,4.53,2.65,1.0
37950,0.41,Premium,F,VS1,61.1,58.0,1007,4.74,4.78,2.91,1.0
37951,0.41,Premium,G,VVS2,61.6,58.0,1007,4.74,4.8,2.94,1.0
37953,0.41,Very Good,F,VS1,58.6,61.0,1007,4.83,4.87,2.84,1.0
37962,0.41,Premium,F,VS1,62.4,60.0,1007,4.71,4.77,2.96,1.0
37970,0.41,Very Good,F,VS1,61.2,57.0,1007,4.77,4.8,2.93,1.0
37972,0.41,Premium,F,VS1,59.9,58.0,1007,4.81,4.84,2.89,1.0
37977,0.4,Very Good,G,VVS1,60.6,58.0,1008,4.69,4.78,2.87,1.0
37978,0.51,Very Good,J,VS2,58.0,62.0,1008,5.24,5.27,3.05,1.0
37984,0.32,Ideal,D,VVS2,60.9,57.0,1008,4.39,4.45,2.7,1.0
37985,0.39,Ideal,G,VVS1,61.8,54.4,1008,4.69,4.73,2.92,1.0
37986,0.39,Ideal,G,VVS1,62.1,54.7,1008,4.64,4.72,2.91,1.0
37987,0.39,Ideal,G,VVS1,62.4,53.6,1008,4.65,4.7,2.92,1.0
37990,0.32,Premium,F,VVS2,61.8,60.0,1008,4.41,4.36,2.71,1.0
37991,0.32,Ideal,F,VVS2,62.1,54.0,1008,4.44,4.41,2.75,1.0
37997,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0,1.0
37998,0.43,Ideal,G,VS1,61.3,57.0,1008,4.88,4.85,2.98,1.0
38001,0.43,Premium,G,VS1,61.0,58.0,1008,4.92,4.89,2.99,1.0
38010,0.31,Very Good,D,VVS2,60.5,56.0,1009,4.38,4.41,2.66,1.0
38014,0.6,Ideal,I,SI2,61.8,55.0,1009,5.44,5.46,3.37,1.0
38015,0.39,Premium,I,VVS2,63.0,56.0,1009,4.68,4.62,2.93,1.0
38020,0.39,Very Good,G,VS2,63.3,57.0,1009,4.65,4.61,2.93,1.0
38027,0.4,Ideal,D,VVS2,62.5,55.0,1010,4.73,4.77,2.97,1.0
38031,0.38,Ideal,F,VVS2,61.7,55.4,1010,4.66,4.68,2.88,1.0
38036,0.3,Very Good,D,VVS2,63.5,58.0,1010,4.31,4.23,2.71,1.0
38038,0.39,Premium,F,VS1,62.0,56.0,1010,4.72,4.64,2.9,1.0
38042,0.55,Premium,H,SI2,59.8,59.0,1011,5.33,5.3,3.18,1.0
38050,0.31,Premium,E,VVS1,62.0,59.0,1012,4.34,4.3,2.68,1.0
38052,0.4,Very Good,F,VVS2,60.5,57.0,1012,4.76,4.79,2.89,1.0
38056,0.57,Premium,D,SI2,61.3,59.0,1012,5.32,5.28,3.25,1.0
38057,0.54,Premium,F,SI2,61.2,60.0,1013,5.26,5.16,3.19,1.0
38063,0.4,Good,G,VVS1,59.1,61.0,1013,4.86,4.88,2.88,1.0
38068,0.3,Premium,F,IF,61.6,58.0,1013,4.35,4.32,2.67,1.0
38069,0.3,Ideal,F,IF,61.1,57.0,1013,4.39,4.35,2.67,1.0
38070,0.3,Premium,E,VVS2,61.8,58.0,1013,4.29,4.26,2.64,1.0
38071,0.3,Premium,E,VVS2,61.4,59.0,1013,4.34,4.32,2.66,1.0
38075,0.36,Premium,F,VS1,60.7,58.0,1013,4.62,4.57,2.79,1.0
38079,0.3,Premium,F,IF,60.7,58.0,1013,4.37,4.33,2.64,1.0
38082,0.36,Ideal,E,VS2,61.2,56.0,1013,4.63,4.59,2.82,1.0
38087,0.3,Ideal,E,VVS2,61.7,55.0,1013,4.31,4.28,2.65,1.0
38088,0.3,Ideal,E,VVS2,61.6,57.0,1013,4.32,4.29,2.65,1.0
38089,0.3,Ideal,E,VVS2,61.4,57.0,1013,4.34,4.32,2.66,1.0
38095,0.36,Ideal,H,IF,61.9,57.0,1013,4.6,4.55,2.83,1.0
38096,0.36,Premium,E,VS2,59.3,59.0,1013,4.68,4.6,2.75,1.0
38098,0.36,Premium,E,VS2,59.8,62.0,1013,4.61,4.56,2.74,1.0
38099,0.36,Premium,E,VS2,60.3,59.0,1013,4.64,4.58,2.78,1.0
38100,0.36,Ideal,E,VS2,61.2,56.0,1013,4.62,4.6,2.82,1.0
38102,0.36,Ideal,E,VS2,61.9,56.0,1013,4.56,4.55,2.82,1.0
38105,0.36,Premium,E,VS2,60.3,62.0,1013,4.59,4.56,2.76,1.0
38106,0.36,Premium,E,VS2,62.3,58.0,1013,4.55,4.51,2.82,1.0
38108,0.36,Ideal,E,VS2,62.1,55.0,1013,4.58,4.54,2.83,1.0
38109,0.36,Premium,E,VS2,61.3,60.0,1013,4.59,4.54,2.8,1.0
38112,0.3,Premium,H,IF,60.4,60.0,1013,4.34,4.3,2.61,1.0
38113,0.3,Ideal,H,IF,61.5,56.0,1013,4.34,4.31,2.66,1.0
38114,0.3,Ideal,H,IF,60.8,56.0,1013,4.37,4.35,2.65,1.0
38115,0.3,Premium,H,IF,62.9,58.0,1013,4.29,4.26,2.69,1.0
38117,0.3,Ideal,H,IF,61.8,55.0,1013,4.31,4.3,2.66,1.0
38120,0.3,Premium,G,VVS1,60.5,59.0,1013,4.36,4.33,2.63,1.0
38122,0.3,Premium,G,VVS1,60.7,58.0,1013,4.36,4.34,2.64,1.0
38124,0.3,Ideal,G,VVS1,62.6,54.0,1013,4.32,4.31,2.7,1.0
38127,0.3,Ideal,G,VVS1,61.7,57.0,1013,4.32,4.3,2.66,1.0
38130,0.3,Very Good,G,VVS1,63.4,56.0,1013,4.31,4.27,2.72,1.0
38131,0.3,Premium,G,VVS1,61.9,59.0,1013,4.31,4.28,2.66,1.0
38132,0.3,Very Good,G,VVS1,63.1,58.0,1013,4.31,4.28,2.71,1.0
38133,0.3,Premium,G,VVS1,61.8,59.0,1013,4.33,4.28,2.66,1.0
38137,0.3,Premium,G,VVS1,62.6,58.0,1013,4.29,4.27,2.68,1.0
38142,0.3,Premium,G,VVS1,61.7,58.0,1013,4.3,4.26,2.64,1.0
38143,0.3,Ideal,G,VVS1,62.9,57.0,1013,4.3,4.26,2.69,1.0
38145,0.3,Very Good,G,VVS1,63.5,57.0,1013,4.27,4.24,2.7,1.0
38147,0.3,Very Good,G,VVS1,63.2,58.0,1013,4.25,4.23,2.68,1.0
38148,0.5,Very Good,I,VS1,63.1,56.0,1013,5.07,5.01,3.18,1.0
38157,0.53,Very Good,J,SI1,62.7,54.0,1014,5.17,5.23,3.26,1.0
38159,0.34,Ideal,E,VVS1,62.0,56.0,1014,4.48,4.52,2.79,1.0
38160,0.34,Ideal,E,VVS1,62.2,56.0,1014,4.44,4.46,2.77,1.0
38161,0.34,Ideal,E,VVS1,62.3,56.0,1014,4.45,4.48,2.78,1.0
38163,0.34,Ideal,E,VVS1,61.9,56.0,1014,4.47,4.51,2.78,1.0
38164,0.34,Ideal,G,IF,61.9,54.0,1014,4.46,4.49,2.77,1.0
38167,0.34,Ideal,G,IF,60.1,57.0,1014,4.54,4.58,2.74,1.0
38170,0.34,Ideal,G,IF,61.9,57.0,1014,4.47,4.48,2.77,1.0
38174,0.32,Very Good,D,VVS1,61.6,54.0,1015,4.4,4.43,2.72,1.0
38177,0.4,Ideal,F,VVS2,61.5,59.0,1015,4.75,4.81,2.94,1.0
38179,0.41,Ideal,D,SI1,61.6,55.0,1015,4.8,4.78,2.95,1.0
38182,0.41,Ideal,D,SI1,60.3,57.0,1015,4.86,4.82,2.92,1.0
38183,0.41,Premium,D,SI1,61.4,58.0,1015,4.78,4.76,2.93,1.0
38191,0.41,Ideal,D,SI1,62.2,57.0,1015,4.76,4.7,2.94,1.0
38193,0.41,Very Good,D,SI1,63.1,59.0,1015,4.71,4.7,2.97,1.0
38195,0.5,Very Good,D,SI2,63.1,56.0,1015,5.05,4.96,3.16,1.0
38196,0.5,Good,D,SI2,58.5,64.0,1015,5.2,5.12,3.02,1.0
38197,0.41,Premium,D,SI1,60.5,60.0,1015,4.81,4.77,2.9,1.0
38198,0.5,Premium,F,SI2,62.3,59.0,1016,5.1,5.04,3.16,1.0
38199,0.5,Ideal,F,SI2,61.6,57.0,1016,5.14,5.08,3.15,1.0
38202,0.51,Ideal,H,SI2,62.1,55.0,1016,5.12,5.14,3.18,1.0
38203,0.43,Premium,H,VS2,61.9,55.0,1016,4.95,4.8,3.02,1.0
38208,0.43,Premium,F,SI1,60.5,60.0,1016,4.88,4.84,2.94,1.0
38209,0.43,Ideal,F,SI1,61.7,54.0,1016,4.9,4.86,3.01,1.0
38215,0.43,Premium,E,SI1,62.4,56.0,1016,4.83,4.79,3.0,1.0
38224,0.4,Very Good,E,VVS2,62.4,58.0,1017,4.7,4.76,2.95,1.0
38226,0.4,Ideal,H,VVS1,61.4,57.0,1017,4.74,4.81,2.93,1.0
38229,0.4,Ideal,H,VVS1,62.2,55.0,1017,4.7,4.75,2.94,1.0
38234,0.35,Ideal,H,IF,60.8,56.0,1017,4.61,4.6,2.8,1.0
38236,0.41,Very Good,D,VS1,62.3,59.0,1018,4.72,4.79,2.96,1.0
38240,0.39,Ideal,D,VVS2,60.0,56.0,1018,4.77,4.79,2.87,1.0
38241,0.41,Ideal,D,VS1,61.2,57.0,1018,4.77,4.81,2.93,1.0
38244,0.32,Ideal,E,IF,62.9,54.0,1018,4.37,4.41,2.76,1.0
38246,0.32,Ideal,E,IF,61.1,58.0,1018,4.42,4.45,2.71,1.0
38253,0.31,Very Good,J,VS2,62.7,58.0,380,4.3,4.34,2.71,1.0
38254,0.31,Premium,J,VS2,62.4,60.0,380,4.29,4.33,2.69,1.0
38256,0.28,Very Good,G,SI1,62.0,55.0,382,4.2,4.25,2.62,1.0
38257,0.3,Very Good,I,SI1,62.5,57.0,382,4.27,4.3,2.68,1.0
38258,0.3,Ideal,G,SI2,61.7,57.0,382,4.26,4.3,2.64,1.0
38259,0.3,Ideal,G,SI2,62.5,56.0,382,4.28,4.3,2.68,1.0
38261,0.26,Premium,H,VS1,62.3,59.0,382,4.06,4.1,2.54,1.0
38264,0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57,1.0
38266,0.29,Very Good,I,VS2,62.4,55.0,384,4.25,4.27,2.66,1.0
38272,0.26,Ideal,I,VS2,62.0,56.0,385,4.13,4.09,2.55,1.0
38273,0.21,Very Good,E,VS2,63.2,54.0,386,3.82,3.78,2.4,1.0
38278,0.21,Premium,D,VS2,59.1,62.0,386,3.89,3.86,2.29,1.0
38280,0.28,Very Good,E,VS2,63.7,58.0,487,4.12,4.14,2.63,1.0
38281,0.28,Very Good,F,VS2,62.7,58.0,487,4.14,4.15,2.6,1.0
38285,0.28,Very Good,F,VS1,60.8,58.0,487,4.24,4.28,2.59,1.0
38295,0.3,Ideal,G,SI1,60.6,57.0,487,4.34,4.37,2.63,1.0
38296,0.3,Ideal,G,SI1,61.8,56.0,487,4.31,4.34,2.67,1.0
38298,0.28,Ideal,E,VS1,61.4,56.0,487,4.2,4.24,2.59,1.0
38299,0.28,Ideal,D,VS2,62.4,57.0,487,4.16,4.2,2.61,1.0
38301,0.35,Very Good,D,SI2,62.4,57.0,487,4.47,4.5,2.8,1.0
38302,0.28,Ideal,E,VS1,62.0,56.0,487,4.18,4.21,2.6,1.0
38304,0.37,Very Good,F,SI2,60.7,57.0,487,4.62,4.67,2.82,1.0
38311,0.46,Ideal,J,VVS1,62.5,56.0,1018,4.93,4.89,3.07,1.0
38315,0.41,Very Good,E,VVS2,63.8,58.0,1019,4.67,4.7,2.99,1.0
38323,0.4,Ideal,E,VS2,61.9,54.0,1020,4.74,4.73,2.93,1.0
38331,0.32,Ideal,E,VVS1,61.6,56.0,1020,4.42,4.41,2.72,1.0
38332,0.32,Ideal,E,VVS1,61.3,57.0,1020,4.43,4.38,2.7,1.0
38334,0.32,Premium,E,VVS1,61.8,59.0,1020,4.39,4.35,2.7,1.0
38343,0.32,Premium,G,IF,61.8,55.0,1020,4.45,4.39,2.73,1.0
38347,0.48,Premium,F,SI1,59.6,59.0,1020,5.13,5.11,3.05,1.0
38356,0.33,Ideal,D,VVS2,60.9,57.0,1021,4.48,4.46,2.72,1.0
38358,0.33,Ideal,F,VVS1,61.7,57.0,1021,4.47,4.44,2.75,1.0
38359,0.33,Ideal,F,VVS1,62.4,55.0,1021,4.47,4.44,2.78,1.0
38360,0.33,Ideal,F,VVS1,61.9,55.0,1021,4.44,4.42,2.74,1.0
38361,0.33,Ideal,F,VVS1,61.8,57.0,1021,4.46,4.44,2.75,1.0
38365,0.6,Very Good,J,SI2,62.9,60.0,1022,5.34,5.38,3.37,1.0
38366,0.43,Premium,D,SI1,62.4,60.0,1022,4.82,4.79,3.0,1.0
38374,0.44,Premium,F,SI1,60.9,58.0,1023,4.96,4.92,3.01,1.0
38376,0.41,Very Good,I,VVS2,59.9,57.0,1024,4.87,4.91,2.93,1.0
38382,0.42,Ideal,E,VS2,61.3,56.0,1024,4.85,4.81,2.96,1.0
38386,0.42,Ideal,E,VS2,62.3,55.0,1024,4.83,4.77,2.99,1.0
38387,0.42,Ideal,E,VS2,62.4,55.0,1024,4.8,4.79,2.99,1.0
38388,0.42,Ideal,E,VS2,62.2,55.0,1024,4.83,4.79,2.99,1.0
38389,0.42,Ideal,E,VS2,62.4,55.0,1024,4.83,4.79,3.0,1.0
38391,0.42,Premium,E,VS2,61.9,59.0,1024,4.81,4.75,2.96,1.0
38392,0.42,Premium,E,VS2,62.8,59.0,1024,4.8,4.76,3.0,1.0
38393,0.42,Ideal,E,VS2,62.1,56.0,1024,4.8,4.77,2.97,1.0
38395,0.39,Premium,G,VVS2,60.7,61.0,1024,4.73,4.7,2.86,1.0
38399,0.35,Premium,H,VVS1,59.9,59.0,1024,4.61,4.57,2.75,1.0
38405,0.35,Premium,H,VVS1,61.2,60.0,1024,4.55,4.5,2.77,1.0
38408,0.35,Ideal,G,VVS2,62.1,56.0,1024,4.51,4.47,2.79,1.0
38413,0.35,Premium,E,VVS2,60.2,58.0,1024,4.66,4.61,2.79,1.0
38414,0.39,Premium,D,VS2,61.4,60.0,1024,4.72,4.7,2.89,1.0
38415,0.35,Very Good,E,IF,57.9,56.0,1025,4.71,4.75,2.74,1.0
38420,0.3,Very Good,E,IF,60.1,60.0,1026,4.3,4.32,2.59,1.0
38426,0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94,1.0
38428,0.35,Ideal,D,VS1,61.4,56.0,1026,4.55,4.58,2.8,1.0
38430,0.38,Premium,F,VS2,60.5,59.0,1026,4.72,4.67,2.84,1.0
38431,0.38,Ideal,F,VS2,62.8,57.0,1026,4.62,4.58,2.89,1.0
38432,0.38,Premium,F,VS2,61.9,59.0,1026,4.66,4.61,2.87,1.0
38433,0.38,Ideal,F,VS2,62.1,57.0,1026,4.67,4.61,2.88,1.0
38434,0.38,Ideal,F,VS2,62.0,56.0,1026,4.66,4.63,2.88,1.0
38437,0.49,Premium,G,SI1,62.5,58.0,1026,5.03,4.98,3.13,1.0
38440,0.38,Ideal,E,VVS2,62.4,56.0,1027,4.63,4.69,2.91,1.0
38445,0.35,Ideal,G,VVS1,61.0,56.0,1028,4.56,4.59,2.79,1.0
38447,0.54,Ideal,G,SI2,61.8,55.0,1028,5.23,5.26,3.24,1.0
38448,0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8,1.0
38449,0.33,Ideal,F,IF,61.8,55.0,1028,4.47,4.49,2.77,1.0
38452,0.31,Ideal,F,VVS1,61.9,55.0,1028,4.42,4.37,2.72,1.0
38453,0.31,Premium,F,VVS1,59.7,59.0,1028,4.49,4.45,2.67,1.0
38464,0.34,Ideal,E,VVS1,61.6,55.0,1030,4.5,4.52,2.78,1.0
38466,0.32,Ideal,D,VVS2,61.2,56.0,1030,4.43,4.39,2.7,1.0
38467,0.41,Premium,E,VS1,60.7,59.0,1030,4.79,4.77,2.9,1.0
38469,0.52,Fair,J,VS2,65.3,56.0,1030,5.05,5.0,3.28,1.0
